Id,Predicted
280,1370009.1793556341
281,1482274.6315655494
282,1071547.5744451603
283,1090111.5342626718
284,1455907.663099716
285,1341900.3348505688
286,1522066.8027545142
287,1453151.9312402313
288,1623637.7968350193
289,1502616.000625327
290,1428908.00451974
291,1502093.1424362566
292,1352247.273086042
293,1500807.4100517693
294,1466056.14001448
295,1547731.6564765193
296,1461826.8248181383
297,1495832.1572555073
298,1410124.1225084881
299,1409065.4400872288
300,1459170.6638302875
301,1220227.92516158
302,1045742.3700985966
303,1281824.1295567334
304,1364911.3400542713
305,1312072.2125116384
306,1164413.4111411953
307,1281714.7079315851
308,1170620.5557185928
309,1202669.6563546425
310,1221321.726301425
311,1418613.8013515554
312,1236843.3464047047
313,1281017.655196815
314,1658807.2766993595
315,1579909.5371847034
316,1516244.2853404644
317,1471581.2606866236
318,1522529.8623801833
319,1112518.7835097904
320,1294878.4542444518
321,982352.9470783774
322,1380565.4820448463
323,1516719.4762721565
324,1005704.1057048424
325,1389741.2266559978
326,1362486.939295603
327,1325074.568453894
328,1242469.2632053248
329,1523747.8864031862
330,1608195.0024987748
331,1452319.181371235
332,1485731.1899892855
333,1397404.3392302876
334,1323906.1621128933
335,1390623.7122352198
336,1370810.1619850195
337,1549387.350548363
338,1569412.8178457273
339,1407026.488239147
340,1475603.5740560768
341,1333977.9200690032
342,1550657.3445763986
343,1444616.3970126251
344,1367724.94668758
345,1391202.1387686292
346,1583995.4094216868
347,1232826.1193224387
348,1329690.1143151147
349,1599244.8025645607
350,1442251.6937278612
351,1263192.9306396353
352,1372293.231016457
353,1330690.3880319397
354,1484287.952522732
355,1129703.0692738872
356,1470161.8244202458
357,1533571.189963834
358,1384775.790679058
359,1522622.2734132444
360,1501848.2667195
361,1298630.1803029985
362,1347926.6229830012
363,1272889.2978347484
364,1232717.1580242268
365,1029179.8335882926
366,1251334.990745094
367,1542437.3305036493
368,1250872.427525799
369,1475527.113675652
370,1701656.5196329474
371,1651955.177893787
372,1238185.881562476
373,1603485.6392708824
374,1686785.6440099943
375,1105895.1605254342
376,1527872.082572968
377,1338248.890888943
378,1278384.3009389457
379,1322209.402401663
380,1437294.2000691986
381,1204230.5914995747
382,1256511.3118089396
383,1583115.991976064
384,1459408.5154103797
385,1290673.7897437343
386,1529992.8339547685
387,1433616.2775174077
388,1139200.0397329659
389,1442464.0382674802
390,1315059.2986167737
391,1547922.1553932799
392,1421372.7912139625
393,1377383.770292162
394,1495449.5923255596
395,1390747.4936385737
396,1138820.881241655
397,1357339.1998709843
398,1397483.7791303382
399,1239065.694765673
400,1611025.9203358367
401,1412655.406734391
402,1374754.4761887959
403,1317682.9441013772
404,1152694.0618830093
405,1705140.612733489
406,1399508.8145830343
407,1242782.8645110545
408,1154722.0210591482
409,1437548.7371087775
410,1356005.2177833526
411,1301036.933927756
412,1279377.5573088822
413,1491278.8489022704
414,1408387.363243595
415,1543418.377383068
416,1701826.450005504
417,1443301.0275834296
418,1455829.8494968314
419,1403148.3381396465
420,1290743.4270453635
421,1267320.90103091
422,1472095.4864553465
423,1393103.4484675548
424,1268439.765359316
425,1432577.1811119176
426,1476419.898402028
427,1154695.4794988255
428,1652746.528800486
429,1246843.3445321347
430,1335721.5512015307
431,1385468.9587958497
432,1510245.5851102667
433,1500255.4265987978
434,1463022.4095189164
435,1179065.4777676146
436,1376020.2642646313
437,1223227.1285642365
438,1298014.3088846088
439,1455033.5341370152
440,1257747.1490396033
441,1564232.9429340723
442,1345252.0365815568
443,1304386.0743324948
444,1458388.5821653942
445,1063403.4396837642
446,1325708.0767317265
447,1208336.5153123022
448,1422915.3407920126
449,1223364.3993604928
450,1356674.4943232602
451,1395604.390484017
452,1306252.3675132482
453,1005247.6806933946
454,1323127.1409583848
455,1361194.375313849
456,1386149.4818440296
457,1538505.209837852
458,1483229.1928238259
459,1490716.5360565505
460,1551823.3769396578
461,1440267.620267587
462,1136623.866909748
463,1373934.6874324642
464,993499.2617230358
465,1449394.7123157224
466,1149313.2016582137
467,1558464.5859396937
468,1350831.2755478658
469,1120269.2249956005
470,1081594.5598963576
471,1107487.180277438
472,1449758.9730025502
473,1524124.559210973
474,1507826.7079438358
475,1281697.0601109522
476,1290714.831898726
477,1593159.8913020107
478,1278720.7309752596
479,1373184.938054628
480,1251429.9593193145
481,1373897.5931776082
482,1347308.6459168294
483,1320750.6590095575
484,1293937.1929287484
485,1572484.556354573
486,1520713.89507929
487,1515588.1055778281
488,1273846.2183993082
489,1249786.72943213
490,1566248.827160522
491,1517944.217887751
492,1373649.0531294665
493,1245983.1844770086
494,1328917.3948888774
495,1244933.7158649021
496,1268142.5118275008
497,1512142.656637133
498,1344024.5760163064
499,1446957.2407098457
500,1475582.2824358572
501,1534937.4157418106
502,1819626.4969842986
503,1185437.2286608457
504,1132136.776407922
505,1372194.3405197335
506,1470544.413356984
507,1411885.8230443103
508,1577932.6738952254
509,1245792.559528498
510,1471208.8432737696
511,1151114.954818318
512,1170846.084538686
513,1579561.4499539407
514,1164693.1140644331
515,1667578.8277393817
516,1580787.9066050411
517,1514259.3870836806
518,1631204.6207248182
519,1356181.2030625448
520,1024593.8035897684
521,1656173.0398065217
522,1471125.1185325808
523,1088517.192821528
524,1333465.3857951695
525,1487888.3556528166
526,1451860.2527801676
527,1399964.4501327022
528,1393013.1361142767
529,1336599.7128300427
530,1396907.6062774044
531,1344080.0044602328
532,1371401.7038004438
533,1398572.9662496098
534,1248158.7513029275
535,1355509.4286633534
536,965420.4818536153
537,1275498.156260751
538,1414650.365160402
539,1390463.3490147588
540,1478790.20254316
541,1234468.8065437407
542,1056002.0744689482
543,1044347.9502735775
544,1373356.4145643406
545,1437048.087293476
546,1421438.497376125
547,1402314.4463317494
548,1507685.1697111698
549,1205989.7813718226
550,1523189.4884797193
551,1276263.2938629338
552,1398411.6835153399
553,1629628.817437418
554,1248940.3658313989
555,1507844.1681954085
556,1503162.7093410408
557,1473283.0909639338
558,1475633.3593893833
559,1404974.0313535552
560,1221932.2348222842
561,1393645.236531745
562,1507158.0005923796
563,1285592.3417802234
564,1445277.8886690054
565,1326139.0409321294
566,1299088.029159598
567,977076.9955634462
568,1676046.4154156295
569,1447500.5232828448
570,1287589.748802155
571,1358107.8347798847
572,1413807.6337607063
573,1385544.8580029656
574,997915.8887675995
575,1249854.5350143558
576,1449492.4959117007
577,1513537.0894537366
578,1358954.432282327
579,1576102.5011877227
580,1196639.6611409516
581,1729659.9731576173
582,1374647.5946130438
583,1461269.8275385343
584,1271014.4326916263
585,1309194.6359764107
586,1461185.3152248163
587,1508590.791706293
588,1480441.4571947712
589,1389288.796461693
590,1438596.0600546505
591,1229626.022069254
592,1298278.1319824047
593,1166859.164245838
594,1570248.7240157789
595,1141145.4637364023
596,1438894.1052442528
597,1591988.1775573473
598,1308600.287627306
599,1521320.3035778434
600,1332928.3116625857
601,1229463.0828824276
602,1246831.3725446626
603,1562012.4768341798
604,1283711.3217193917
605,1480841.3991013325
606,1649491.8774644418
607,1610493.612893295
608,1501390.9169545132
609,1591846.674791399
610,1384526.7027755375
611,1326868.2210852073
612,1402047.7105346022
613,1548156.1163306234
614,1554508.0766557197
615,1397831.7997953866
616,1159231.545501589
617,1392657.4543912245
618,1334061.8957383067
619,1486228.332477631
620,1406387.4815557376
621,1400751.6854472295
622,1547277.0556681275
623,1595850.2917946277
624,1297928.9434412855
625,1225102.3195003276
626,1342639.9577033771
627,1514753.9477213847
628,1559759.9475655155
629,1386086.79156672
630,1418213.0837599416
631,1437749.5283299307
632,1700197.597070252
633,1364377.9115287412
634,1401681.755866782
635,1525428.7751535557
636,1948631.013890565
637,1513249.1640241574
638,1383140.5803295877
639,1362947.983836712
640,1316538.5825959868
641,1260028.4857376092
642,1346353.4490086427
643,1221787.9899050908
644,1173964.7642124656
645,1310291.528110064
646,1374320.9679907097
647,1152544.5986980535
648,1560196.3949753712
649,1754167.0340977334
650,1260153.3665390473
651,1388358.940443924
652,1398234.5266618445
653,1464281.3732771731
654,1259007.7934580054
655,1329463.0810983072
656,1425689.5032759232
657,1515679.1676499776
658,1130360.1493055816
659,1460229.9208992026
660,1239718.4523459834
661,1315353.8648216573
662,1426865.1821132584
663,1509631.8005602171
664,1107677.104308448
665,1438495.5947294652
666,1260280.5459255888
667,1138744.3399090439
668,1439009.7614245862
669,1376068.8232673395
670,1577004.1462381964
671,1237564.6922559368
672,1386729.0573196877
673,1283934.1162378313
674,1681912.1855467905
675,1137995.1746557842
676,1339006.7840312219
677,1353887.421514986
678,1245031.266343522
679,1355013.245045747
680,1402287.6272098233
681,1226207.2231815737
682,1435030.351077543
683,1125028.8620442168
684,1487697.547914737
685,1631740.14498709
686,1334214.192769716
687,1656867.7744486071
688,1361358.8650817166
689,1378362.793686162
690,1464051.7748165443
691,1332291.8257725625
692,1247062.2546772326
693,1267505.3553488597
694,1315937.1588053151
695,1434760.0632675656
696,1517328.2087898648
697,1327674.0650475805
698,1178681.1510763897
699,1501388.9585980533
700,1474993.5773705398
701,1445903.9127734296
702,1645549.1601029143
703,1304854.1460687725
704,1481785.885242139
705,1383958.2073528308
706,1262029.5892617977
707,1334466.4993959316
708,1347272.3542993634
709,1179317.9301912177
710,1249862.863668521
711,1208992.0364461497
712,1441783.5720428452
713,1294256.3262667467
714,1241804.319216183
715,1438185.0402304225
716,1499902.172383153
717,1266849.7065821588
718,1402544.2980959201
719,1511065.9984126147
720,1501150.793205681
721,1047480.6706588446
722,1340717.5859869814
723,1469530.0433724723
724,1124580.9972945887
725,1305281.7668535672
726,1420765.8085987202
727,1323597.1821686255
728,1269478.693449277
729,1423336.638779939
730,1102216.3673575558
731,1516722.5283985608
732,1653118.2243206394
733,1250976.0107995537
734,1318686.9797131692
735,1287008.5955165003
736,1400223.1320311204
737,1194211.2786040434
738,1375873.4690697156
739,1553311.0318620729
740,1622597.7744006177
741,1577419.3205977227
742,1358530.675422231
743,1448540.0731847356
744,1515592.6042533948
745,1276661.0640878978
746,1398231.2861637585
747,1319058.9562069394
748,1728663.759604424
749,1237130.952303148
750,1339812.1839850468
751,1233235.5468737383
752,1058391.3626885868
753,1436814.7813254474
754,1169335.1465322492
755,1297078.902205218
756,1369805.8274740255
757,1574298.2368573577
758,1357375.602433305
759,1458908.3544061906
760,1364668.4781276213
761,1402940.0237446616
762,1519604.485867046
763,1370199.0585838968
764,1402606.5615112185
765,1398063.1627671754
766,1412344.9375405812
767,1552266.8368897918
768,1410327.0769076864
769,1440728.6064225277
770,1363610.6838372669
771,1494432.4268266102
772,1301787.5342154144
773,1428386.4441199028
774,1430463.7547173633
775,1468522.5460566797
776,1184100.2881587716
777,1547832.971303745
778,1287976.7914335555
779,1385007.8486959927
780,1417759.6687223462
781,1568281.782684196
782,1669270.8206160464
783,1285306.0587992668
784,1634858.8400170438
785,1399876.051039976
786,1565581.04693513
787,1205279.1478803738
788,1311127.695019767
789,1427468.192068102
790,1340085.0545011605
791,1397724.998432368
792,1482454.1747965768
793,1357104.4197330913
794,1458429.3850747508
795,1486585.260041053
796,1543679.8460586742
797,1431005.2967956408
798,1401311.913213693
799,1279507.389246453
800,1238867.152173516
801,1409017.4242310629
802,1464573.494235214
803,1385527.9922272924
804,1564477.3239040805
805,1571213.0981012564
806,1225388.5561843954
807,1521805.002850551
808,1447286.2330392455
809,1745432.8458543245
810,1565382.102600127
811,1304400.4123356629
812,1428142.6786997814
813,1338686.8948437946
814,1472672.3646811657
815,1374583.8959730233
816,1406732.7717447386
817,1422030.0617926584
818,1440324.9217162412
819,1332778.9253341765
820,1467347.9589589888
821,1252259.5516466373
822,1386929.647401921
823,1392994.6678014365
824,1081754.7260583588
825,1353913.1523621096
826,1265583.1796314488
827,1207316.5541994015
828,1311605.1777426812
829,1482204.7229898304
830,1637522.9697448201
831,1055880.880671594
832,1339060.5947149624
833,1445812.959868264
834,1441196.225982872
835,1715286.7033237482
836,1633739.8714186163
837,1478156.1483179845
838,1398774.2283070423
839,1260951.6252062896
840,1533497.5944734786
841,1536810.6820188726
842,1182477.1898212626
843,1414342.8914326888
844,1322879.9540412733
845,1176948.3310866056
846,1291034.4486518716
847,1428819.4081656337
848,1361999.8953559892
849,1367709.7953137085
850,1140692.3300725508
851,1053859.5786353794
852,1385251.0043697122
853,1360053.2328991964
854,1561188.5934936164
855,1412474.6969931885
856,1486964.6079631273
857,1414095.3137047268
858,1355220.7152143342
859,1689603.9909534536
860,1298707.9399989466
861,1256049.989185573
862,1335873.4554511823
863,1485545.8093125806
864,1204100.0737823076
865,1389436.2855325083
866,1395666.4371379602
867,1637940.2680397339
868,1429341.4309811995
869,1397974.0252427387
870,1352907.4225702023
871,1257079.2188088784
872,1310277.6361479713
873,1524816.2810217724
874,1379911.9908314461
875,1451510.4157398664
876,1431188.9419285466
877,1399505.5653586008
878,1261577.4639038967
879,1325805.2773872528
880,1533925.5593775543
881,1472531.5429792162
882,1489493.9655584656
883,1681811.3544271279
884,1114377.2483215001
885,1672504.9931189502
886,1187784.5848775979
887,1443256.6225189075
888,1258154.59202736
889,1222321.242611644
890,1468806.7159796052
891,1641989.4945425005
892,1419302.4487212524
893,1181071.4765048919
894,1588860.5333615679
895,1400166.7592777694
896,1383534.8918365408
897,1206122.083972656
898,1244198.8409904838
899,1549967.6520748935
900,1368987.5931130513
901,1328367.615651479
902,1480183.6673616276
903,1591032.6268684843
904,1443398.4404281352
905,1099316.6409909483
906,1666544.6421878699
907,1436074.5124080637
908,1578608.2971765283
909,1409945.815752296
910,1554628.2322240046
911,1393873.0010752825
912,1355115.5130492947
913,1415047.4578678745
914,1345484.674261861
915,1492011.1723997039
916,1320629.0900778684
917,1490968.79327476
918,1385540.8702803345
919,1187042.4165288997
920,1187676.5203489186
921,1471929.1598754672
922,1616316.5469319238
923,1568431.1305820125
924,1495512.419816822
925,1326571.8872075926
926,1195131.9009589204
927,1295966.26411238
928,1314224.180882642
929,1315158.911723463
930,1230864.271401602
931,1446429.6935566172
932,1231204.4664839064
933,1191577.091379974
934,1350250.4632691182
935,1257221.204689745
936,1462051.5733070117
937,948888.9853142663
938,1477006.9782624757
939,1363810.086200476
940,1412830.8334257745
941,1501849.7584571068
942,1197030.851069428
943,1416282.6081222382
944,1427067.2965553682
945,1415133.4948089328
946,1468770.8549724887
947,1707149.7519345984
948,1551885.7585277425
949,1245514.332869598
950,1468425.2190363929
951,1620132.4306249926
952,1368545.86402817
953,1240810.8227297813
954,1231413.9226395031
955,1487004.6607191628
956,1555957.6665173413
957,1522512.8094238199
958,1681395.6848628076
959,1529836.5974487688
960,1198780.874112708
961,1371912.9992153486
962,1560546.158116714
963,1576408.266619963
964,1274454.1631861185
965,1323129.802568515
966,1626574.4288443
967,1422587.558302792
968,1238576.4404062738
969,1325993.685177859
970,1394756.4573792736
971,1763280.0363986935
972,1309712.7202909512
973,1261121.1660396382
974,1334003.6684261519
975,1616683.6296914022
976,1370150.3743371426
977,1660828.79593989
978,1467431.5367662695
979,1504208.503018795
980,1329460.874579092
981,1471854.8339574616
982,1585242.9489698478
983,1248016.9208778662
984,1383619.2341110492
985,1337200.948067042
986,1607926.4971364033
987,1063392.2402942858
988,1588468.8294883536
989,1213228.5785664027
990,1168182.0096043032
991,1430304.201989342
992,1308230.162338632
993,1219987.2668965063
994,1372546.9331725498
995,1223817.4320048436
996,1558469.5734515153
997,1091527.4064861366
998,1170454.4989494479
999,1266235.584194223
1000,1696402.3531479917
1001,1393929.7816085932
1002,1398189.6808704291
1003,975529.221236666
1004,1041339.4453144985
1005,909013.7468231244
1006,1466056.9728297517
1007,1285433.2691288006
1008,1332121.6086756072
1009,1128741.6554434765
1010,1327001.653633918
1011,1440999.384292781
1012,1376792.7804784537
1013,1161129.5664923498
1014,1413822.803179121
1015,1349074.499720581
1016,1334082.6268465412
1017,1194796.4258838051
1018,1309103.4062238543
1019,1601460.8190400265
1020,1207673.0300473594
1021,1490131.0155146325
1022,1209258.2367675663
1023,1470461.3482451984
1024,1334091.494849655
1025,1502909.883800106
1026,1309953.8514251849
1027,1580983.9570314826
1028,1429835.666751127
1029,1536873.5464787337
1030,1627884.5241096197
1031,1425552.4958575799
1032,1583847.3269272805
1033,1250696.123604844
1034,1413428.034808883
1035,1584579.3322701189
1036,1298067.8867243212
1037,1633158.1683029626
1038,1108718.9562830501
1039,1570483.0118586293
1040,1276015.6160869147
1041,1449159.2324401669
1042,1490121.5099434322
1043,1221187.4228361084
1044,1318533.8705208844
1045,1383879.9375611683
1046,1525555.206251749
1047,1074110.0439851226
1048,1505504.0069182857
1049,1562962.0255671612
1050,1148805.1672116686
1051,1320012.8381289418
1052,1528642.469175666
1053,1538896.1431807827
1054,1355742.1904922284
1055,1223937.8391340657
1056,1303463.3387417484
1057,1434271.0190688353
1058,1303726.1499308257
1059,1235088.30700829
1060,1271723.0023003872
1061,1352935.1162465322
1062,1571268.77177715
1063,1342586.970342502
1064,1479165.0735429483
1065,1370901.4000460857
1066,1245542.7679846536
1067,1335010.503102389
1068,1321127.8195466262
1069,1379215.0476034025
1070,1217443.4585909985
1071,1328156.884521866
1072,1355429.982407632
1073,1235300.8992869235
1074,1454224.4249925679
1075,1373153.1919411789
1076,1358916.085927141
1077,1293840.7967576499
1078,1656696.1876994811
1079,1332543.6633540876
1080,1494844.7308876268
1081,1365806.2663891767
1082,1301358.7658786103
1083,1397019.2768881728
1084,1342824.8510427903
1085,1225426.6379845403
1086,1381148.1388045372
1087,1200898.5856847458
1088,1569131.7838316748
1089,1482448.9678661851
1090,1420708.9400632745
1091,1657676.4189595357
1092,1432803.360741866
1093,1529719.7629713493
1094,1324594.4092982942
1095,1265887.53968282
1096,1183867.291559966
1097,1264170.6702182947
1098,1418354.6091993758
1099,1418939.949291577
1100,1407330.5510179074
1101,1285799.4679755408
1102,1297424.2239458344
1103,1494497.464437727
1104,1155550.4517959442
1105,1202664.1538242977
1106,1390403.2744361644
1107,1415846.5959763234
1108,1510126.413316717
1109,1617038.550536019
1110,1423093.5821104012
1111,1486650.4674736296
1112,1320182.8000884952
1113,1356098.8486301505
1114,1479360.336136173
1115,1472746.9194386562
1116,1313692.9359226285
1117,1438368.6341492045
1118,1686875.7053323297
1119,1347231.0719343761
1120,1009641.5461035728
1121,1648313.6229122265
1122,1352405.7731577372
1123,1513661.4345628435
1124,1391172.9887438046
1125,1435293.0600671242
1126,1365194.0139048053
1127,1693821.023933664
1128,1407791.3478999431
1129,1087248.4068355463
1130,1396903.2262471486
1131,1344353.0689959638
1132,1488000.7644281862
1133,1279152.9258295682
1134,1431860.128598671
1135,1612282.559968722
1136,1487952.3966283835
1137,1321548.5955914713
1138,1383436.3687229312
1139,1326078.9419059549
1140,1283822.388380198
1141,1100671.5915759844
1142,1521602.901416097
1143,1463358.5577880251
1144,1558684.6612230188
1145,1440680.3508984263
1146,1346986.9220713184
1147,1322574.172511119
1148,1187525.276688695
1149,1535509.125070113
1150,1477693.375517719
1151,1077597.786350958
1152,1484054.3718764288
1153,1739243.9727080876
1154,1601807.106609546
1155,1421095.22932579
1156,1232812.9134183717
1157,1643362.0950923872
1158,1397690.3152155397
1159,1244742.4965005983
1160,1227653.2215667733
1161,1602187.0343650463
1162,1289606.4079466297
1163,1318842.8437060656
1164,1345758.276485843
1165,1367418.811230902
1166,1382029.1048144407
1167,1393785.3560104829
1168,1434741.274774
1169,1420115.4716746993
1170,1192651.054374117
1171,1658572.3106406904
1172,1387389.2048228974
1173,1699651.064884289
1174,1404765.2346316176
1175,1401999.4298392958
1176,1439874.836403871
1177,1733972.0089517497
1178,1546474.0907347826
1179,1475931.7332094868
1180,1376074.2730038832
1181,1004453.5252858527
1182,1520663.1631143014
1183,1186835.7755670114
1184,1353288.4604598528
1185,1381042.9861923568
1186,1250462.9117087524
1187,1622430.4212923462
1188,1293540.3052492521
1189,1545982.058731552
1190,1190801.8762236661
1191,1213131.7726019945
1192,1129251.1834059677
1193,1419222.2648194174
1194,1466391.898021115
1195,1361789.2783278564
1196,1342886.8935612086
1197,1592413.6487572177
1198,1382817.5067901977
1199,1258736.500830843
1200,1521406.6560574875
1201,1407730.4671226454
1202,1404040.3396894608
1203,1398123.6561710571
1204,1859807.4250502917
1205,1474709.9928999625
1206,1345544.3872300992
1207,1597445.613579913
1208,1170994.1562908343
1209,1408979.792399742
1210,1287613.1812054892
1211,1425123.0121031494
1212,1396138.6015694544
1213,1410106.110322803
1214,1194177.6522116198
1215,1257788.48661761
1216,1317850.0085108336
1217,1205340.4222210601
1218,1683785.1530556716
1219,1311092.2285411041
1220,1253263.0879255251
1221,1180094.6743787713
1222,1505527.7034725484
1223,1420481.996886011
1224,1468603.9761236124
1225,1531340.375591177
1226,1258164.415567396
1227,1654547.5717021232
1228,1360778.2363980452
1229,1117419.928629116
1230,1313607.7353700954
1231,1646393.4297684517
1232,1080607.0939564821
1233,1508665.0782812005
1234,1570834.7339614953
1235,1194489.0924413665
1236,1441158.6032576656
1237,1548899.0175419992
1238,1198927.3641789493
1239,1511111.339529821
1240,1410766.2019604186
1241,1449285.5265063508
1242,1307779.978676476
1243,1402931.619125143
1244,1160598.983239275
1245,1315930.6471657807
1246,1295238.44854354
1247,1789416.7977989784
1248,1675145.6228823347
1249,1561249.6921740337
1250,1542385.8399550621
1251,1274678.084255797
1252,1447423.4032030997
1253,1293850.8572166124
1254,1478529.841918813
1255,1462551.0935720622
1256,1358432.1603093834
1257,1680294.3605247682
1258,1376306.602056579
1259,1567425.5908119106
1260,1363881.402417806
1261,1210003.2286963826
1262,1480573.3782375192
1263,1530748.2183909074
1264,1390767.020189133
1265,1342170.5609207852
1266,1511510.5830285226
1267,1343871.3333420986
1268,1343715.3090205283
1269,1449664.5101577553
1270,1380917.50536394
1271,1642330.7091161176
1272,1202827.7027073437
1273,1032297.5117992992
1274,1369539.5432567263
