,Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Address
76,78394.70841696138,5.997765218027937,8.329894182212046,3.01,34267.197401514066,"47372 Lopez Row
South Joanport, MP 21667-6700"
77,65669.98453005856,4.732357320054796,8.10567172439999,5.05,40115.763811365265,"441 Robinson Landing
Richardstad, NE 77920-7065"
78,68944.99771206899,7.311620652047325,9.229063553307755,6.38,56617.143284016594,"333 Kimberly Isle
Williamchester, VI 87689"
79,62845.1068407475,7.2927361650262865,7.391549202270856,4.26,44604.26897237874,"Unit 9774 Box 4511
DPO AE 44963"
80,55593.07980605691,7.92028169278314,7.976184126765768,5.45,42067.69393530641,"95191 Holmes Lights Apt. 546
Stuartberg, SD 11501"
81,62450.6289892546,4.141508415152611,5.853322091362604,3.12,41190.20808180833,"92422 Ayers Cove Suite 239
North Corey, IL 04055"
82,70085.94760366887,4.435761352294801,7.131110205236469,5.22,51446.69184618918,"414 Todd Springs
Port Shannon, AS 60277"
83,48147.87075459795,5.972172600986304,7.877403592871731,6.44,32050.575933478263,"PSC 3778, Box 1575
APO AE 50445-2100"
84,63558.346002694736,6.259884035038036,7.081332747809094,4.48,37969.65867038982,"48129 Collier Prairie
Bridgesstad, SD 33921"
85,71408.29574076342,6.565006381455809,7.232609527481563,6.21,49463.04926333042,"8368 Jacqueline Run Apt. 172
Collinsfort, SC 29889-1351"
86,54839.41017750578,5.67487133982533,7.24961374114848,6.07,48345.47415237385,"8938 Kimberly Stravenue
Justinland, SC 31130"
87,77131.58343117536,7.6758360008005315,8.822789404639916,3.12,34905.054767469446,"USCGC Atkins
FPO AA 88742"
88,75250.20708354558,6.6190058438081385,6.5002339294460825,4.0,34098.374800702186,"36847 George Turnpike Apt. 614
Wardside, FL 81978-4911"
89,72288.67520295737,6.599434696688808,7.979877823699213,5.11,39146.9204990548,"20276 Kelsey Plains Apt. 162
New Angiefort, DE 15768-7899"
90,67645.16718847759,6.537962073134199,8.803603505255882,5.18,40734.0605226218,"320 Davis Views Suite 997
Helenchester, NH 63476-9148"
91,88824.50481436928,7.674739410066334,6.700035163890701,4.06,28715.69866031868,"64639 Kristin Locks Suite 724
Derekberg, KY 77496-9751"
92,59167.63539574428,4.187031549499616,6.03937781748979,3.46,39496.12756152633,"7612 Price Knoll
North Tiffanyfort, DC 28501"
93,69017.18280012655,5.77710614834081,5.783612778547622,3.11,55830.752835713654,"42822 Billy Lights
Tranchester, TX 45052"
94,53302.259238277176,7.583106079326026,5.607135037827076,2.02,33222.761880377875,"04871 Bryan Parkway Apt. 086
Lake Marcialand, TX 90004-7156"
95,68989.31220946508,6.075426018025608,7.879588244756828,6.37,32629.60383487844,"USNS Hamilton
FPO AA 90003"
96,81490.49040674034,6.364692292700231,8.708421217819827,5.35,55928.08703546807,"66052 Lauren Club Apt. 065
Santoschester, ND 60980"
97,45347.15068169448,5.521608814198314,7.088619390677309,4.43,31335.595021887697,"620 Fletcher Hollow Apt. 171
North Catherine, NC 45245"
98,62381.92328622963,6.777764028731912,9.794898313879164,6.19,31391.268467611128,"0405 Miranda Bridge
Roseburgh, MP 42100"
99,48379.76694292843,7.1816310727323645,7.915813273854708,6.03,50710.89572736698,"080 Scott Burgs Apt. 276
West Scottmouth, MT 89582"
100,85658.32927511362,6.5690356401622125,5.567667216005899,2.04,35204.975696753885,"35913 Jordan Track Suite 880
Walkerland, IL 91921-0710"
101,69807.72335554905,7.424253138721267,7.257604190192438,3.38,51453.2651634667,"595 Daniel Manors
Jamesstad, CO 07651"
102,56753.73013738995,4.945615214124414,6.2408847393964875,2.04,52718.24233822504,"296 Jones Mountains Apt. 854
Brownburgh, WI 19676"
103,72662.41472464938,5.297427695642747,7.459313334838702,4.05,50672.93037275683,"PSC 7034, Box 6131
APO AA 05662-4293"
104,88733.44803038333,4.7400321868086985,7.914386739965973,4.0,32505.916374085224,"5513 Ward Mission Suite 961
West Melissafort, NH 86610"
105,63057.694615357526,6.535113381675884,7.6000798607254465,3.1,43315.45003875368,"3847 Joshua Brooks Apt. 620
Lake Joseph, ME 51263"
106,78146.85402436159,7.2590684323185934,6.332473050254059,3.13,30040.126521201117,"366 Olson Courts
Wongton, GU 39226"
107,61503.04059605399,5.1308131302170725,7.015317326319561,3.12,37650.869709323255,"18941 Ray Ports
East Nicoleland, OR 67363"
108,70355.77480836824,6.032226963831838,7.204937602156019,5.02,39882.81773349313,"004 Hebert Wall Apt. 438
Port Todd, AS 29441-5110"
109,65383.337917286866,7.512526778745121,6.6400320037539995,3.46,35114.402463487364,"7373 Hart Brooks Apt. 168
East Christianside, PR 72679-9159"
110,85345.13589602624,4.680231513703597,7.227793179166786,6.11,13088.156363580929,"15943 Megan Terrace
Pettystad, PR 56222"
111,67907.47348333886,6.719223963549408,7.080329021268843,6.43,35538.32402477712,"75891 Reese Tunnel Apt. 772
Port Amanda, PR 46259"
112,74428.12576480818,6.272527603245836,6.112848061724574,2.49,49465.95153699121,"91582 Fischer Rapids Suite 372
Richardsonchester, PR 55240"
113,72547.04742016149,5.6062785824720605,7.046825652018759,3.32,39218.7591383165,"PSC 6728, Box 9260
APO AA 33818"
114,78088.22319704968,5.182872692027861,8.362547848036511,3.33,33389.76393721455,"2399 Beth Parkways
Michellefort, KS 95918"
115,78358.94844962037,5.258159745138133,8.102095935015846,6.19,40591.32522190592,"74861 Linda Turnpike Apt. 233
New Heidifort, SD 15736"
116,73931.1426621128,5.662286845173958,6.981246600259586,2.46,29568.95886212549,"4901 Michelle Estate Suite 734
New Aimeemouth, MH 31261"
117,54850.7417727436,4.615917911025654,5.548139816181606,3.2,38390.671488455846,"027 Laura Lakes
Ronaldmouth, VT 77732"
118,63362.22547119612,6.140522639189498,5.917064457918362,4.02,34971.82435393351,"14640 James Freeway
Lake Nathanchester, HI 32651"
119,59391.0567808138,6.492408961887826,8.784536310383487,6.32,64543.322446134494,"0309 Kaylee Springs
Joelhaven, MA 29639"
120,81775.62654619165,5.772011878368561,7.496476798320899,6.34,30070.728060908375,"879 Jones Dale Apt. 502
West Kristin, UT 41479-6892"
121,58318.86149997888,6.643225713208812,7.028824445562259,4.29,29491.635273179178,"20090 Stephanie Branch Suite 447
Amandaberg, PA 77785"
122,78606.74713765175,7.031773828753806,5.093526735078053,3.37,51235.589292312645,"41964 Christopher Station Suite 009
Flowersfort, DE 95607"
123,74909.72422423067,4.22588812686821,6.922914742693437,2.29,40193.52871544691,"78595 Carl Points Apt. 859
Port Suzannestad, PR 35176"
124,60865.39677968094,5.490824817697541,6.2303457165027165,4.46,43351.37328389918,"107 Chelsea Mountains
Lopezmouth, OR 00850"
125,77354.38844359497,5.478183594318212,9.159340949061669,3.39,32342.976632130016,"15415 Ryan Ramp
Rodriguezville, VA 05237"
126,61828.03256071264,7.129286454527737,7.03545074603493,6.24,43068.22880607522,"03619 Martin Groves Apt. 807
South Jennifershire, CT 58484"
127,74141.33111218314,4.9946167430104635,6.66929268645807,3.4,46905.19295282187,"666 Peterson Harbor Suite 876
Hoodshire, NM 56769-5455"
128,59729.25260339792,7.560599415951032,7.2701382679198945,6.47,31202.18741809061,"43128 Kevin Lane Suite 880
Lake Brookeborough, MI 16269-0938"
129,72469.54177826358,5.606394943911967,8.044576291973783,3.07,27227.813387107988,"69260 Brenda Overpass Apt. 620
Port Nicolestad, UT 49247"
130,62765.29404953638,7.678891204672543,7.459908515982727,4.08,22272.186038331973,"31651 Hale Walks
Port Henryfort, UT 45989"
131,74729.99606212534,5.829200134490403,8.10910512316297,5.1,20696.445356237648,"086 Ellis Ford Suite 326
Christophermouth, GU 30825-6006"
132,73515.39285571981,5.997008830755168,7.884560514909892,4.3,35015.078149058565,"064 Kristy Tunnel
Allenfurt, GU 60403"
133,79289.1079857921,6.045377971906452,6.031407265266884,2.3,41321.111967170975,"99993 Miller Mall
North Shelbyview, CO 19948-1105"
134,59665.5734194307,6.69294715000113,7.377552371693522,3.14,48128.957384062734,"USNS Dyer
FPO AP 88305-9187"
135,84855.79742314605,5.4887371895822765,6.248574072604897,4.07,37413.911418227864,"29600 Garcia Forest Suite 239
West Mark, NV 55584"
136,83394.40783174943,5.60148666755078,5.9050243437326095,2.08,30487.524623204143,"79098 Brandon Island Suite 624
Horneshire, MA 35281-8110"
137,68728.22706472696,6.4805322745841325,8.154691722588819,5.01,46415.35872776378,"99680 Debbie Plains
Emilymouth, WY 20045"
138,71893.47207708354,6.2900712142367015,8.126888592585143,4.22,19033.611178212617,"USCGC Gomez
FPO AA 97030"
139,54094.85194011953,5.97738250315527,7.501275077717552,6.03,29371.03371404885,"44844 David Flats
Lake Jasonchester, FM 20603"
140,68145.92038573086,5.474098801455816,5.786855348445027,3.22,39187.76583261419,"0470 Marquez Forest Apt. 954
Gutierrezfort, ND 37099"
141,70271.10419486102,5.856327432483941,6.782116200800597,2.46,28101.64440293048,"0065 Samuel Common
West Barbara, SD 55041"
142,61822.46925062744,6.41249839102628,8.376705059999626,5.12,19413.57705005845,"74179 King Extension
Millerville, MI 94546-9925"
143,60041.207006727265,3.98995050508506,7.407572441967398,3.06,50637.874106735995,"822 Delgado Plain Suite 549
Lake Diane, ME 24466"
144,62699.52649084459,7.431180527558028,5.733026919838022,3.39,46419.47037009418,"906 Erin Hill Suite 409
West Davidside, NE 51655"
145,74369.66860279281,6.840974541540824,8.22597213829302,3.27,45991.85697077928,"PSC 9368, Box 6505
APO AA 78606"
146,77089.65366239875,6.122816200344722,6.265592475541746,4.38,46740.88671770918,"4383 Melanie Parkway
Lake Michaelside, MA 32559-8622"
147,58161.03740798478,5.60119311261912,6.256982113161928,3.41,29453.226866015168,"PSC 9644, Box 6552
APO AP 45110-7202"
148,77906.18518155029,6.5370435667173465,9.458466362884176,3.08,31399.756829589933,"64328 Bowman Route
South Tanya, VT 23530"
149,77481.70834725854,5.688242983254818,6.463808180262486,2.24,30735.595540933296,"USNV Morgan
FPO AA 58054-9530"
150,52034.91152937101,6.955354409743501,6.836093450024607,2.2,20444.786271146244,"3476 Romero Track Suite 459
Samanthaville, CO 31117"
151,53624.82011077314,7.328456526578772,6.280863820922071,4.32,36075.96320475589,"1725 Allen Dale Suite 239
Elizabethbury, GU 83239"
152,76788.62438718748,5.472493192302131,6.395768938281866,4.21,35936.05672417512,"52045 Darrell Walk
East Shannon, WV 79583-1252"
153,84014.41157288838,6.848072423612548,7.145822675618995,3.23,41819.36384214337,"USCGC Martinez
FPO AP 67990-6855"
154,79702.38615231513,6.763792250186177,8.465664366915059,6.29,46270.33064122381,"492 Hernandez Hollow
Vargaschester, AK 64306-1547"
155,74900.48594645326,6.496899759280693,8.425506426579435,3.11,42182.06843397348,"18469 Barnes Motorway
Grantmouth, DC 88342-0449"
156,69266.79209853799,4.919727097936564,6.452741614399782,4.19,40588.41954178181,"384 Johnson Oval
North Ericstad, MH 96639"
157,71624.58536664362,5.646393371098696,7.43833552941017,6.03,29089.783589920666,"9822 Theresa Spur Suite 629
North Vicki, AR 88326"
158,62184.53937490796,4.925757744705552,7.427689115369719,6.22,26008.309123638628,"62280 Taylor Drive Apt. 014
Sarahburgh, GU 68004"
159,75951.57316719081,6.074097540784156,5.0567341273363535,2.33,35230.802543015976,"92857 Robin Forks
Port Mary, LA 43895-7257"
160,70805.61068360135,4.4437289238424595,5.809147305516637,3.3,29268.826741684727,"874 Laura Throughway Suite 350
Port Michaelberg, PW 94284-9448"
161,73896.10342194879,6.182091797227737,6.080269605626559,3.05,44256.779132460586,"388 Earl Radial Suite 826
Richardchester, DC 95826"
162,77135.4666616023,5.1655450171859485,6.98417078020893,2.44,32779.68791039249,"62829 Scott Groves
North Thomas, CT 06733"
163,99317.82314540035,5.495860991149603,7.18272143989145,6.03,50350.352291575655,"87549 Garcia Path
Solomonside, ID 72003"
164,75571.04402327178,6.1149281887810885,7.318214495114224,4.44,33988.4358588443,"93815 Caitlin Cape Suite 183
Cynthiaville, MP 11833"
165,67043.21229251963,4.876857037209188,7.555253093567193,3.19,62402.74239125963,"Unit 3491 Box 0706
DPO AP 96821"
166,79120.44152108303,5.083360729776143,5.401786825109081,4.25,39563.971196089085,"1103 Samuel Lodge Suite 341
North Richardberg, CO 40226"
167,98468.2536411164,7.035383394761093,6.629233450463285,3.05,50676.31240393803,"USNV Hoffman
FPO AA 45311-5701"
168,69180.01606879848,6.583566247134919,5.51489720479704,2.29,38114.52632973797,"PSC 3697, Box 8763
APO AE 94374-1248"
169,74256.17524094792,4.259876464758801,7.4835650287316815,3.02,34684.09712960607,"55447 Ryan Path Apt. 201
Robinhaven, PW 29113-4769"
170,79698.22091740245,4.102335551761895,6.912506241564933,2.29,42046.34040026967,"5142 Bond Rapids
Spencerhaven, NE 03017"
171,75989.28168944099,7.803594947886586,8.126458145022482,3.49,37299.51548097727,"USS Galvan
FPO AA 85454-9012"
172,62083.035606220954,6.261965687741754,7.377710969074316,4.31,43485.680637406345,"3212 Virginia Alley
Churchfort, TX 42291-6669"
173,78438.36946358622,7.475217031733846,4.9946897862828274,4.26,35220.38316390235,"653 Amy Ports Suite 817
Lake Calebstad, TX 33969-7942"
174,57115.48368002402,8.428712338384791,6.322571379095762,3.06,31202.099730857022,"768 Fowler Forest
East Samanthaborough, IA 50197"
175,89716.84073616313,5.216626583898303,7.494639257339555,6.21,60886.85260753321,"852 Olson Manor Apt. 860
North Meaganhaven, MP 22777"
176,65342.80948318765,5.9181710900220885,7.318888694587589,6.14,44057.83563535148,"0296 Garcia Trafficway
Port Kimberlyburgh, CO 39564"
177,69500.89346489572,5.056598057874427,6.063146040746286,3.2,48767.40103727613,"388 Scott Path
Catherinestad, NV 87040-6522"
178,35797.323121548245,5.544221046634432,7.795138241804151,5.0,24844.200190072384,"645 Mary Radial
East Roberto, CA 23652-5430"
179,55860.680838466586,7.751794757089147,9.024502670125976,5.12,40335.22027625752,"4458 Cabrera Plains Apt. 502
Mezamouth, MP 58250"
180,79158.81788296673,6.047006369078906,8.69140661671731,5.44,31766.026483399008,"058 Christine Stream
Benjaminmouth, FM 71795-4614"
181,63748.242480029236,6.251425050461035,8.535923451398702,6.21,47926.40801848635,"26516 Tiffany Walk Suite 287
Gillside, AZ 62937"
182,71717.19137078346,6.142770987978815,7.709022645769728,5.24,51974.84017587445,"51468 Steven Trail Suite 566
Meyerport, KS 32334-6586"
183,76992.81883593937,6.52982785790139,6.0493319622805855,4.46,24874.035123603662,"8188 Henry Gardens
Port Rogerberg, OK 27962-5231"
184,71798.4040301134,5.634659015502961,6.654995284689099,4.02,30877.8705186,"569 Jill Squares Suite 962
Shanefort, SD 33391"
185,94392.89787507372,7.039620140578903,8.287279331290447,6.32,41462.12742129793,"76991 Brenda Drive
Rodriguezberg, MH 98017"
186,78688.29318937723,6.359688875961113,7.349121497204258,6.39,47812.01848791749,"72754 Nguyen Extension Apt. 174
Woodland, PR 57096"
187,62397.079733818064,5.8731847745745505,6.428539207716246,3.41,40739.87734726719,"26518 Hunt Manor
Ellisfurt, MD 25316"
188,78406.54368336058,6.847231166497468,7.517113537974497,3.34,37544.36701735537,"2243 Cohen Haven Suite 843
East Annaborough, WA 63461-6560"
189,76870.35628496447,5.359763921581997,5.8929538788600135,4.32,25655.867122657022,"60046 Destiny Port Suite 618
North Nataliehaven, WV 64258"
190,73689.42839239456,5.4768999841883215,8.570357130439003,4.02,49240.317672486526,"0850 Lauren Estates
Samanthaburgh, OK 64160-5541"
191,74692.89513997053,7.624968633231707,7.8409058436965235,3.23,58221.97698652043,"PSC 0536, Box 5489
APO AP 04263"
192,68854.09085220807,6.745795742261242,8.194305101111485,5.23,37482.545756890926,"8938 Jose Lodge
Emilyside, CO 97593-5472"
193,62819.31127776196,6.532362732149188,7.10371645929684,4.46,38527.817140207946,"8639 Raven Haven
South Claytonberg, MP 34615"
194,58800.90877020173,5.9765065930952925,7.304050833386017,6.43,37426.70974517781,"109 Lee Wall Apt. 315
Lunamouth, AZ 05121-3634"
195,62135.394774591936,7.314557462427998,6.46890110692342,2.26,37575.235893570134,"3854 Raymond Crossroad
Riveraberg, AL 41086-3560"
196,79442.505795037,6.300600085463341,5.9832047216642525,2.45,4114.489353324316,"479 Kevin Wells
Deborahview, ID 06062-1191"
197,77081.68075196177,3.644175061597776,7.1970690845569365,6.42,40080.43542019661,"72956 Jessica Stravenue
Bethanyshire, CT 67149-6278"
198,70591.17424288276,6.7404678682501435,8.101142651256582,3.48,30531.872959919772,"Unit 1293 Box 9750
DPO AE 75985-4473"
199,58153.22929612291,5.643085828357742,6.751950547259328,3.39,45756.53195149892,"4771 Thomas Drive Apt. 125
East Lauren, GA 99732"
200,67282.57297263246,5.99703335778761,7.746836472866901,4.44,42768.91229671312,"9131 Cline Prairie Suite 607
West Trevor, ND 38795-2007"
201,68311.99650155718,6.833040608845022,5.955943931295643,4.36,39724.18881198779,"26695 Coleman Ways Apt. 973
New Michaelfurt, WI 63617"
202,55557.74019200895,5.83785487948808,5.870013340409724,4.31,19220.933194440033,"164 Phillips Radial
East Derekburgh, MH 12917-2968"
203,66409.68677154966,6.244759466493902,7.424439136891544,5.39,31188.47202639227,"95667 Nicole Ville
West Jessicaborough, NM 56114"
204,56231.16179588852,5.459845342454068,5.014916517281431,2.47,52657.03375395036,"427 Melendez Court Suite 745
South Misty, PW 59633-0548"
205,59901.82895425525,5.685544439327612,8.0431998436733,6.49,30210.764655365067,"343 Samuel Pass Suite 476
Kimberlyberg, ME 70939"
