,Price
433,897291.1153231284
434,2009937.702628427
435,734827.50801229
436,1129388.1229766756
437,1521085.4724705894
438,1431406.512968221
439,1232466.3997601648
440,986113.2394973056
441,461912.2442841672
442,1336377.8252537115
443,896246.1462243542
444,1676172.304855517
445,1220987.0020716093
446,742449.3106376197
447,872312.1737954783
448,1178272.2974772786
449,302355.83597895555
450,1391232.526512257
451,982298.0365595416
452,1674680.74073848
453,1296610.5322899309
454,913978.5733876184
455,1417691.112792915
456,1409318.5774674288
457,1031367.588516485
458,1714266.2737553422
459,1732196.2167965611
460,1014548.2326294322
461,973068.5570349528
462,1408427.7584109262
463,1759180.0436353062
464,1201110.2943628735
465,1159147.1091195084
466,1073355.783703826
467,1001876.6061552516
468,1369186.0702979171
469,1511526.92112864
470,1688279.3081102488
471,711499.2445801494
472,1366854.240506532
473,1601904.3565403365
474,1057838.4934225385
475,972536.6627723586
476,994517.045335133
477,1364363.3753658957
478,1610577.4966414175
479,1433221.1223841012
480,1205706.714723642
481,928563.8215523724
482,1413579.8167508717
483,1224186.6959259962
484,1361230.1212351571
485,201898.08657249613
486,1930344.4489087532
487,1160526.0577474134
488,1244631.5193582582
489,1749820.0141306592
490,1304511.899068566
491,1200539.361167783
492,1580557.01024894
493,966620.5141106972
494,553077.2126120757
495,1307173.871509329
496,1246485.1835210803
497,1387701.1110529576
498,1131532.919437162
499,1308017.3142391797
500,1178846.0658152937
501,988123.7553400168
502,1446155.1797020894
503,1063743.4241658195
504,923246.8620740192
505,1115627.780349525
506,1058987.9878760849
507,798659.2170989877
508,1048647.1655575398
509,1007596.0425748297
510,1914746.582259952
511,1033290.9749004892
512,1168444.88222469
513,2138713.943340635
514,975921.8633596773
515,616738.2083315281
516,1398760.046508387
517,1694139.1266355356
518,1300433.5754203456
519,1375951.0644420425
520,1417403.3118605698
521,1298950.4802669554
522,1899136.535400604
523,1028636.4228705128
524,1285312.24421709
525,1311432.388111685
526,813415.1280677513
527,1377113.0261359508
528,420122.99953232025
529,692229.4654976523
530,1164209.6193771297
531,1447181.8263121648
532,1273067.036027562
533,1578766.049959129
534,1309985.886794079
535,1235681.7929598093
536,2180065.597738638
537,1638632.150720546
538,1108894.0032261622
539,1710924.3665235362
540,1260484.4621029706
541,1174481.0664142738
542,681089.918915701
543,1025439.4339352736
544,1440246.3298730918
545,2019424.2222642575
546,1301089.7115082329
547,906034.651445512
548,1815809.621442141
549,1068138.0743935304
550,2065710.164328236
551,864067.0615371757
552,839589.8444834333
553,775325.9162762914
554,1227401.538986844
555,1206931.6504526157
556,1376969.9288002914
557,1022709.6955066584
558,1476989.183503952
559,1000892.046404376
560,1051173.464898884
561,1134397.7577153658
562,850977.0123103865
563,1748474.694094093
564,1212461.5263719282
565,1443816.9708963863
566,1816217.0069766769
567,1106976.067467471
568,1554301.938081737
569,1440736.5832582822
570,1183272.5108070918
571,1212939.953517593
572,1233882.5553029585
573,1810561.174576195
574,969323.4858200226
575,1073857.0687590768
576,1270869.783171925
577,796389.4379566306
578,1028275.1039295372
579,1250144.0124389715
580,324981.9929926853
581,1400496.6554586324
582,1375771.1290372745
583,1344869.279706492
584,1103021.383299933
585,1851065.4968777676
586,1064371.764120051
587,1247384.0849486168
588,1151006.077527774
589,1396401.0215001125
590,986285.38185614
591,846055.7174491595
592,592397.7261389504
593,777144.2542493446
594,1154917.3936116383
595,1251063.649954826
596,1270502.8705288451
597,1591793.723297089
598,1228879.8670132514
599,1365437.489057367
600,1649156.6076317346
601,1919053.5269471323
602,1231452.1888837516
603,1014430.120566306
604,1723424.6715387627
605,1227568.9580227917
606,996243.424938816
607,1020336.8832747572
608,1036338.2390135262
609,984672.2998159366
610,1551390.3787238726
611,1313128.1378358635
612,1534156.311080115
613,1206250.647750387
614,1257282.1585904048
615,1062877.8829939002
616,1168993.737583562
617,1500962.6151142884
618,1252723.429640374
619,1084408.439953593
620,1111284.1605705975
621,1004430.3243619604
622,804453.869783905
623,1106705.0110905366
624,980177.3051371255
625,1988563.9932623703
626,1431915.977008168
627,1005946.7673244304
628,1210366.528822683
629,1066040.788657332
630,664298.9713057821
631,1043281.2900746964
632,671960.6448930053
633,1075550.2154757688
634,1420283.5588377572
635,812858.3569510883
636,1462422.2560780605
637,1224454.5474260356
638,1045395.3290485592
639,864702.9339482344
640,1599996.9614292642
641,678721.8842424268
642,1517922.2715771273
643,1062105.3081273877
644,1036382.7663054836
645,1301935.9200130317
646,1144137.6360216094
647,962501.9015215624
648,1680788.286557635
649,901752.6804515448
650,841122.8823806869
651,1238938.2905319994
652,1524123.5685106316
653,973688.7554994224
654,1204214.030496833
655,1325149.919832771
656,1534111.5806179212
657,287307.583688923
658,673571.3460100302
659,1109665.563403899
660,1441312.1682690796
661,923971.5832050658
662,1817829.5296757591
663,1698219.757464694
664,1160397.8217300237
665,718874.679765292
666,831762.7909033981
667,1670950.312756865
668,1385978.9841198327
669,1752594.8209582944
670,1099351.353851397
671,1543966.4264482334
672,705100.5115554469
673,776906.326934832
674,1042144.2309165346
675,843650.8278900945
676,1535262.440790424
677,1123753.7342014324
678,793894.9731793484
679,1018173.7030639506
680,726883.8689485132
681,1433006.6454214435
682,1572814.863233389
683,1395855.656281703
684,606191.8669228128
685,809486.7099279496
686,1503552.2062630926
687,876348.8176248398
688,978766.9138660992
689,1641226.5842989285
690,1197307.146008132
691,867082.8427607968
692,1038153.9487324572
693,1294967.4107378754
694,1552536.7639745462
695,927181.0663926834
696,1380070.450117897
697,1575100.9127873238
698,1418045.7187906946
699,1529711.139782688
700,596350.350685955
701,1454749.8065940435
702,1150658.59516312
703,1199128.4035644634
704,960904.9953518584
705,962551.0371401922
706,1086447.5106632377
707,1097701.9432920394
708,1054770.980647526
709,1216888.0202770547
710,1715435.9911160583
711,1369016.7779001954
712,1806231.4517589563
713,1624842.1237797844
714,1224778.6227969725
715,1111360.3028116906
716,1609581.8042977294
717,943404.2390412588
718,1453108.7938176685
719,803689.1519380857
720,1054856.0326670024
721,1812960.4083440755
722,1580951.578568522
723,1314770.4699493768
724,921321.0150468872
725,1368134.9976821383
726,1306056.5654300188
727,973197.775347568
728,1204753.0020550108
729,1120439.365347112
730,2105205.855863914
731,826306.1479242345
732,1090805.3740171348
733,1048969.4932738757
734,2002028.631998704
735,1238406.1897839587
736,903301.9933367072
737,1000043.9033467688
738,1597330.4114850054
739,823864.3877373383
740,1809154.2893631735
741,1129582.838422086
742,1063491.81022042
743,957814.6031436812
744,786430.8996307264
745,1777009.712149775
746,759799.8758389656
747,714822.5871702337
748,1455107.4511125274
749,1220133.3583303108
750,1348251.5968379064
751,1795093.0340089437
752,449331.5835333807
753,777733.6134218425
754,1368106.873217715
755,1148749.9333118591
756,1124042.9480980486
757,1641030.4779927535
758,1390497.5661776802
759,1106149.6856573927
760,1998368.740697701
761,1370699.722372912
762,1240754.932046382
763,998240.8507856096
764,1526915.349013124
765,1440317.7631070798
766,1541186.2541089894
767,1487849.8761712434
768,579710.10976594
769,1577017.7600015546
770,491085.8259962853
771,1210496.6250449277
772,1296881.9713107832
773,1387987.8030244834
774,1592768.2418269338
775,1168355.3197896334
776,1700109.6075385266
777,674197.8519904646
778,1296134.3945546895
779,1719762.308049223
780,1339142.80508292
781,766710.1734753456
782,1055930.2244413726
783,1102062.0975742438
784,609402.7752548894
785,1172413.196960207
786,2054897.0092689176
787,1548962.888217382
788,886124.7256403731
789,1316129.3090572683
790,1223432.8397755532
791,1322439.1075564742
792,1373589.8035017387
793,1338247.9300743623
794,1345004.119756513
795,1305972.219978079
796,1186025.9508770336
797,1852375.50677484
798,1812765.9573904253
799,1008649.9293008102
800,1290324.6486199498
801,1306288.2274582034
802,980141.2191076672
803,1495518.62392568
804,1063182.696182345
805,1177289.88620479
806,696139.2613629168
807,1727211.0894733826
808,1450122.715015601
809,1474296.415816263
810,1295014.6182810178
811,1789334.8514812705
812,1426434.644374741
813,1196254.1180677337
814,1553311.1606797678
815,1095391.7986012583
816,978241.2890513648
817,1078577.267042615
818,1181338.1609886792
819,1391788.848669405
820,1153470.4397478565
821,1229702.9483640655
822,1349989.646728484
823,1282258.0932930836
824,1466411.7902126438
825,1431517.43889219
826,1067191.979946472
827,1523801.7483130023
828,1585521.9891128575
829,1466605.7737989684
830,1299126.82985549
831,1235501.486170372
832,821859.065727853
833,1527961.8348630974
834,713615.8685961459
835,2084883.7904024213
836,311111.2005867723
837,395523.24608349975
838,1520956.99733294
839,1186441.756443983
840,1270047.528129398
841,1531447.285281367
842,965074.8047437824
843,1765809.432066297
844,1938713.985075609
845,1279117.9650857162
846,880851.0551992012
847,1166925.1461488248
848,1502451.1137147066
849,1859160.6253592009
850,1594748.124584562
851,1891398.2558229947
852,679627.5955772134
853,1391159.433681266
854,846052.911198368
855,1078713.2270293708
856,1181663.4835711485
857,1149694.034260802
858,1365496.8850918792
859,1130221.2976257126
860,694472.1081139629
861,1653381.3129239974
862,769113.8331681177
863,2030910.6153455232
864,1768036.3340765317
865,1896650.32333935
866,1579360.8248111247
867,1046627.052185562
868,1025908.9140528344
869,1921028.5698855328
870,1052185.1759533966
871,1570583.3403398057
872,1766248.403252482
873,902350.419724823
874,1039332.667386882
875,1415073.6141811854
876,557228.7841971011
877,1276448.792042974
878,1838984.4397883944
879,88591.77016003926
880,1250494.7397056855
881,910099.6440482036
882,1191968.5200498789
883,1454681.9367671097
884,143027.36445248185
885,1270297.5449310536
886,1040762.831883902
887,1490718.334949335
888,1612717.553099336
889,1492786.6274919594
890,1123851.141411446
891,1504026.2696593627
892,1517868.594946868
893,1364306.7686809986
894,2197436.8754965314
895,1616937.0186876818
896,1275497.1606266203
897,1336356.2325639816
898,1571253.5314750455
899,1336172.1940662728
900,1027427.8619974016
901,887016.9763645504
902,1102259.5385569
903,1040652.8389956212
904,1235144.0963772624
905,589352.3954068222
906,1206986.885234283
907,1070818.731368435
908,1422230.9601239902
909,1124396.2490127091
910,1922406.3829723643
911,772310.2278261484
912,1640990.378462931
913,1264972.4420392748
914,914136.519775298
915,1220001.3342399488
916,911247.817023832
917,1030759.6998373716
918,2173808.627715738
919,1009972.0834733574
920,1609092.3179234052
921,1833208.5791579715
922,1564563.5680690026
923,1405399.8550982492
924,1194191.8785113744
925,1109006.2873668086
926,1285399.5645622916
927,528485.2467305964
928,1513650.3811892627
929,1225796.4144416682
930,950121.5621065242
931,1060123.7295704826
932,849153.1225282919
933,1822438.419904841
934,856207.6028363751
935,1457767.5326477357
936,839194.0689419047
937,1236874.809187995
938,1540480.613353576
939,768751.9005440959
940,1166750.3128596384
941,1251688.6157028745
942,1406437.6853738874
943,1110931.8257023671
944,1483808.336830672
945,615144.898641351
946,1574211.648913064
947,1740404.967434968
948,1148416.90958571
949,1114779.246640951
950,920540.6539499458
951,1101826.3145402991
952,1437983.8247179326
953,1166602.407817117
954,1718876.794818775
955,696014.4677148876
956,1345962.9549885315
957,1018457.9870522928
958,1153516.9190034647
959,996506.070885828
960,1262281.4856597355
961,1680017.2404207706
962,1450393.5304145708
963,1480441.533604724
964,1245053.4325274914
965,1239940.0421668063
966,1555806.041797239
967,1669127.0781264869
968,1712280.705535875
969,873515.9385396001
970,1697501.6046052328
971,1161742.677446362
972,1535564.5520297578
973,1789973.2052019918
974,1391303.7868712496
975,923830.33486809
976,1057697.7028297973
977,921238.3583329738
978,1690540.681753041
979,1167421.7390277584
980,725040.8959547429
981,1414286.724494317
982,1168859.1171821957
983,1376146.8111116744
984,1149524.698591107
985,910211.0189369676
986,842985.8528549682
987,1477765.1478095248
988,895737.1333835076
989,395440.2021544269
990,1349818.250162027
991,1064685.698733535
992,994897.1126378578
993,729315.3749195363
994,1412242.7547273785
995,1659805.1840413518
996,1780415.4382910142
997,1011140.7992689414
998,1088222.4209022117
999,1029439.2338632896
1000,717825.3596950844
1001,1779858.2742529134
1002,1186357.179044665
1003,576356.0318820125
1004,1120851.5194199637
1005,991892.3174842466
1006,1359838.9985787438
1007,1594089.2414471265
1008,1269811.089152703
1009,1696086.168104268
1010,1294615.007746152
1011,1384787.457430071
1012,1343824.2151443197
1013,1369006.1148814352
1014,1354077.498237712
1015,1059406.1303480302
1016,1154126.215688569
1017,1696717.1072993656
1018,1285019.1365090108
1019,1009769.0775382696
1020,1457672.90568856
1021,1800685.9224889183
1022,1268964.7954015422
1023,809121.1058431822
1024,853084.1522068826
1025,1924561.807179873
1026,712285.8255751298
1027,775957.6720709319
1028,1158742.829939291
1029,1338044.383312593
1030,1741052.959622036
1031,1236044.315553221
1032,1246791.0287114407
1033,1039380.7224796106
1034,771002.0763374092
1035,863297.1766934411
1036,1244630.997600002
1037,578309.0861866743
1038,790721.3677899047
1039,2139725.5402821433
1040,1397956.1956462348
1041,742645.1459356887
1042,1424283.373183943
1043,1071279.210244544
1044,1218200.811508723
1045,1437755.771785729
1046,1593331.7087101643
1047,1289082.3630250026
1048,1044017.4316455174
1049,1031385.4548974172
1050,750119.7266122982
1051,1737582.2827129075
1052,646198.2245230615
1053,1176420.5593819122
1054,493350.031167589
1055,1708631.3653701425
1056,1813996.9333129849
1057,1469354.7823322408
1058,881443.9247264569
1059,1261715.4616659957
1060,877822.6628716969
1061,1116351.7534385773
1062,1278991.6886996122
1063,1293461.7978863874
1064,1696339.544124581
1065,866142.183934873
1066,1463003.0558812623
1067,1535152.0737169122
1068,1550702.478402551
1069,1422890.0208853702
1070,1430641.6323658398
1071,1864670.0740690704
1072,1945618.658114016
1073,1122240.3639845713
1074,401148.5687913792
1075,731715.2643402667
1076,1480888.8042321615
1077,1827476.1960615185
1078,985006.9861893156
1079,1134125.645697823
1080,760876.0221585269
1081,1626941.7878663803
1082,1485912.9247205246
1083,1361521.9829376258
1084,714148.4147529015
1085,801194.619821129
1086,874572.162682988
1087,781137.4618305188
1088,1682105.8474714488
1089,2370231.3201015536
1090,868694.0736998019
1091,1541127.3435162455
1092,1137446.993396963
1093,1103352.6009398182
1094,1283480.4394007365
1095,1243748.1191462476
1096,1741105.6409449903
1097,1040607.3120545676
1098,1731564.379493469
1099,1455737.134904127
1100,1530172.524842183
1101,1182980.6042717127
1102,714706.4288537387
1103,1262465.9893029726
1104,642862.7137566382
1105,1409238.797596417
1106,1765988.2635372104
1107,823821.7863890536
1108,1064509.5226208074
1109,1181637.9493143407
1110,916140.2212497432
1111,1940195.3735729896
1112,1760880.447507333
1113,735660.455803421
1114,1095794.165051065
1115,729990.0243899535
1116,1364194.9398179324
1117,930011.5708874032
1118,718869.4006473335
1119,676738.7155452124
1120,1138885.104005277
1121,1549031.093041703
1122,1540737.1933239426
1123,1669558.846714433
1124,1439892.6324951418
1125,2190338.610648542
1126,744450.2293097175
1127,905328.7691457036
1128,891259.338362191
1129,1267803.3168403537
1130,1219846.9185098251
1131,851018.9558331005
1132,847155.0413472857
1133,1187090.9480935708
1134,1527492.3438923082
1135,1172619.5970591358
1136,842086.673327905
1137,970177.1054222828
1138,1030866.9517110016
1139,1432902.752871875
1140,941950.5794564656
1141,1241483.6118732512
1142,1822987.8197245805
1143,1246270.009685807
1144,2050594.045506314
1145,840682.6088766105
1146,573434.664234319
1147,1437153.9585319315
1148,943668.4823796288
1149,1591234.7734067757
1150,1538922.9034865897
1151,808373.7030161206
1152,1451078.0931341348
1153,1856782.7829208511
1154,758886.6887614839
1155,1638661.4319523938
1156,647691.8352028722
1157,1246410.340577982
1158,1174311.5559111224
1159,964924.493260556
1160,1160246.7296611145
1161,1243981.9458579402
1162,1198313.5980997651
1163,1376492.9247222256
1164,965136.3385167392
1165,1394132.2413865472
1166,1518387.141646837
1167,1140126.1869431834
1168,1024601.5627539242
1169,1268421.104189113
1170,1581865.5587473265
1171,1120894.8041941738
1172,1080735.9840692123
1173,1020098.0413818643
1174,1548322.5007091828
1175,1049661.038846639
1176,664978.8737768901
1177,1123765.3462531995
1178,992566.6232646884
1179,960918.6584475788
1180,1418977.8285825343
1181,1848633.7242772905
1182,940229.2343302772
1183,1198656.8724076871
1184,623181.1347939228
1185,1574084.9269837418
1186,1411217.4928510934
1187,385678.1666731234
1188,1342245.9687061738
1189,1324470.4414750012
1190,1104109.0350293606
1191,1643086.2778970115
1192,1412776.5771211844
1193,549167.9398554484
1194,1439028.5209890238
1195,1188761.3202272817
1196,253185.70150858175
1197,1407123.7995305716
1198,1646033.4101836402
1199,1880178.647341969
1200,735952.1688894632
1201,1328572.1905050843
1202,1404540.75846632
1203,2020158.3629417997
1204,1518454.0603521024
1205,1385783.5170925185
1206,1292643.5202523577
1207,1009809.9835965488
1208,1232992.8408057515
1209,1403219.370573444
1210,782656.0804195708
1211,1292592.392096719
1212,1226586.921412926
1213,1597152.9012685108
1214,743999.8191601974
1215,1867050.5361289831
1216,1244563.274691745
1217,476971.4559427722
1218,1530848.0941090384
1219,1366980.9098808763
1220,1636559.240604262
1221,1591269.9928074004
1222,1155801.2529854416
1223,1418595.7271501643
1224,1291506.385764535
1225,1108022.2823716998
1226,1072704.8902154437
1227,1172514.722473985
1228,1742922.639771188
1229,1121093.1745067632
1230,1032043.2117639716
1231,1736401.6096050944
1232,969678.5672887964
1233,1157759.4645471931
1234,1717570.5299038426
1235,1661592.7891103032
1236,1364738.2962113786
1237,1068856.226748253
1238,1379456.0307108702
1239,847767.9215653625
1240,1421216.5044408585
1241,1536899.0833184824
1242,1705889.8866984083
1243,1489667.7500101302
1244,1389763.8215262156
1245,818057.8953027214
1246,2100698.0711571057
1247,934610.3953348844
1248,1070720.058487742
1249,1209571.072413582
1250,1312466.9735677736
1251,1198572.866300251
1252,888866.3945395602
1253,1389366.7180879028
1254,1961846.9052189465
1255,832475.189015321
1256,976540.0985009592
1257,1205114.2302070523
1258,578396.2214702787
1259,1375467.2709967713
1260,1271340.3814239912
1261,1147313.019816137
1262,1297849.7636572844
1263,1519415.3527275834
1264,1108406.7859168318
1265,691941.396588547
1266,762167.2533312994
1267,1306674.6599511993
1268,1587622.6412385595
1269,1361828.8480482409
1270,1332042.9116713523
1271,1063130.9464812137
1272,1154270.48491612
1273,530613.7955692228
1274,1677612.4421426
1275,1088834.2900883444
1276,1424786.5085126874
1277,1094347.9684030702
1278,728402.000075194
1279,945614.5659127636
1280,1492011.495862129
1281,870252.4109644331
1282,859078.6477175562
1283,781524.1763789405
1284,1801916.3455730728
1285,1747911.4958528914
1286,1300303.4071226972
1287,997827.2537752064
1288,1424389.4833293157
1289,1409824.6381964688
1290,2152959.4089430883
1291,1490904.5625106555
1292,706135.1446389129
1293,662630.3439401882
1294,334485.1931043381
1295,1898668.843714463
1296,757719.6586147314
1297,1262963.8612687287
1298,1012269.4686781848
1299,1283764.7877560898
1300,1445804.8316514797
1301,1709441.8064655743
1302,751324.1387490695
1303,1130293.596703484
1304,685503.9902718081
1305,607858.9911712976
